Projekt-Datei // Supermarkt-Daten;;;
;;;
Transaktions-ID;Datum;Kunden-ID;Artikel
c293882d-9b91-4839-8b8e-c78638a0be43;17.01.2021;248;"Frankfurter Würstchen;Zitrusfrüchte;Brötchen;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a9074eb9-3c33-4bf9-b7e6-edccbde76f2e;08.02.2020;304;"Dosenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
052c76e8-06e4-4a84-a6fb-0ef6256332f2;28.12.2020;60;"Mineralwasser;Fruchtsaft;Dosenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
;;;
04c0bce3-bcc1-4e3d-b0f5-b4eb17dc165b;09.03.2020;361;"Flaschenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3097f7e6-9877-4897-ac8a-43bd0a576d50;08.03.2020;427;"Vollmilch;Saure Sahne;Hartkäse;Brötchen;Dinkelbrot;Haustierepflege;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;"
4765ea24-27f6-4de3-bb4d-f874fc49612b;04.05.2020;416;"Salatöl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
;;;
369f4a2b-c9a2-486b-8ba6-0325354b789b;23.04.2020;60;"Schinken;Hühnchen;Schweinefleisch;Wurzelgemüse;Vollmilch;Saure Sahne;Brötchen;Zucker;Cola;Waffeln;Schokolade;Kekse;Marshmallow;Servietten;;;;;;;;;;;;;;;;;;"
ae71f06d-6017-46be-9f9f-e0b32a83f14a;15.08.2020;135;"Flaschenbier;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
6a883d6a-f3b2-4186-a38d-83957f138088;29.10.2020;480;"Frankfurter Würstchen;Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
236f208f-b8d4-44ae-80a6-fdd9f15f6328;01.03.2020;90;"Wurst;Hühnchen;Trauben;Vollmilch;Streichkäse;Eiscream;Eier aus der Region;eingelegtes Gemüse;Cola;Schokolade;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;"
ec37afff-f8d6-4dff-9205-2bf49a7ae827;30.03.2020;27;"Joghurt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
dd7792a2-504a-4a4d-be4a-2e9191b49cd8;07.12.2020;240;"Schweinefleisch;Hamburgerfleisch;Zitrusfrüchte;Butter;Joghurt;Saure Sahne;Hartkäse;Tiefkühlobst;Weißbrot;Fertiggerichte;Fruchtsaft;Salzige Snacks;Spüßigkeiten/Lollies;Einkaufstüten;;;;;;;;;;;;;;;;;;"
7b61064c-07d6-45b0-8038-c11c71fe7303;16.08.2020;102;"Rindfleisch;Wurzelgemüse;Eier aus der Region;Essig;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7054a26c-3510-4e2d-8129-8d53cad9a0cf;26.03.2020;254;"Hühnchen;Hamburgerfleisch;Kräuter;Saure Sahne;Nudelsuppe;Cola;Dosenbier;Spülmittel;Servietten;Frischhaltefolie;;;;;;;;;;;;;;;;;;;;;;"
347dfed6-365b-42dc-89b5-eb6daa0e717e;29.07.2020;499;"Schinken;Zwiebeln;Kräuter;Sekt;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
63895ecd-31e3-4083-90a4-7c15bcd8bd5d;28.10.2020;489;"Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
91901689-7eb8-45e6-aadf-aeb4693ddc04;10.01.2020;134;"Dunkles Brot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
970f7235-f898-42eb-be07-8ecad566fc6e;22.02.2020;500;"Butter;Mayonnaise;Instantkaffee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
179041ae-5f64-445c-9746-753e3039001a;11.09.2020;248;"Trauben;Wurzelgemüse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
c9a957d6-84bf-4d75-9a63-f6419d3cbbeb;20.06.2020;41;"Vollmilch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
44eee187-7fcf-4eec-bbf5-4011568b10f4;18.06.2020;385;"Zitrusfrüchte;Kernobst;Vollmilch;Quark;Saure Sahne;Mineralwasser;Flaschenbier;Kekse;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;"
747b4655-8659-41ad-9884-559af39d55b2;28.03.2020;273;"Saure Sahne;Haltbare Backwaren;Servietten;Zimmerpflanzen;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
56b9dc35-c284-456d-be00-38ce2534acc4;21.11.2020;347;"Wurst;Cola;Fruchtsaft;Salzige Snacks;Kaugummi;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;"
e630e82a-da63-4c9d-a576-48d6c7fe9e55;26.09.2020;339;"Fisch;Haltbare Milch;Streichkäse;Eiscream;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
de8baf7f-f1e3-47a4-adf2-7a9e07c9d267;03.11.2020;226;"Holzware;Hühnchen;Schweinefleisch;Rindfleisch;Hamburgerfleisch;Beeren;Butter;Eier aus der Region;Brötchen;Dunkles Brot;Gebäck;Mehl;Fertiggerichte;Cola;Salzige Snacks;Schokolade;Kekse;Hygieneartikel;Blumen;;;;;;;;;;;;;"
2ebb9091-92b7-4803-adef-f77ac384dfdb;24.12.2020;245;"Wurzelgemüse;Vollmilch;Butter;Kaffee;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
f1bfa97f-ae42-4a98-82a1-e1216a364d92;23.01.2020;369;"Walnüsse;Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
cca392b8-e10c-43af-8523-3aebd2daaa60;22.05.2020;360;"Kernobst;Kaffee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
1bca19c7-40ed-4feb-9020-abe730f99374;19.11.2020;243;"Wurst;Kernobst;Sonstiges Gemüse;Hartkäse;Dunkles Brot;Salatöl;Hygieneartikel;;;;;;;;;;;;;;;;;;;;;;;;;"
63d8c66d-a729-4a33-8ae9-572e9efc0774;04.12.2020;369;"Waffeln;Schokoriegel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
94e582b4-b1d3-4b85-95a5-524bacd305cf;24.05.2020;178;"Frankfurter Würstchen;Schweinefleisch;Kernobst;Beeren;Wurzelgemüse;Sonstiges Gemüse;Vollmilch;Gebäck;Dinkelbrot;Sirup;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;"
7f225764-b8c7-4821-b14e-38a4083cdbfb;10.01.2021;235;"Kernobst;Joghurt;Streichkäse;Streichwurst;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3ff91b2c-78d4-410f-95d5-bf888696293d;24.02.2020;303;"exotische Früchte;Vollmilch;Butter;Dunkles Brot;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
21155784-2891-4624-8657-3005161351df;20.01.2020;88;"Schweinefleisch;Rindfleisch;Vollmilch;Tiefkühlobst;Zucker;Dosenbier;Reinigungsmittel;Gesichtscreme;Servietten;Blumen;;;;;;;;;;;;;;;;;;;;;;"
6013e184-2454-4046-879a-42087235b8f3;24.01.2021;261;"Cola;Kekse;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
0c6648f5-8f62-4bab-98ba-bc84e326e520;16.12.2020;21;"Gewürze;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
26afb370-e34b-4973-bfe6-889623e66020;28.12.2020;219;"Vollmilch;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
9823b69b-91f9-4260-824f-27b632cd7309;30.07.2020;454;"Schokolade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
45593323-98af-4512-bcf2-a14cc49f74a3;17.08.2020;41;"Wurst;Hühnchen;Schweinefleisch;Sonstiges Gemüse;Vollmilch;Butter;Joghurt;Margarine;Fruchtsaft;Flaschenbier;;;;;;;;;;;;;;;;;;;;;;"
5eccfc67-2465-4563-8202-32c09c774a41;10.09.2020;27;"Sonstiges Gemüse;Weichkäse;Tiefkühlfertiggericht;Dunkles Brot;Eingelegter Fisch;;;;;;;;;;;;;;;;;;;;;;;;;;;"
d160e1bb-0274-451a-b0c6-f6055abafba6;23.01.2021;55;"Hühnchen;Hamburgerfleisch;Vollmilch;Brötchen;Mehl;Margarine;Kaffee;Dosenbier;Hygieneartikel;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;"
2b146710-a47f-4f45-8dbc-25c81c0b5831;29.10.2020;4;"Sonstiges Gemüse;Vollmilch;Butter;sonstiger Käse;Tiefkühlobst;Dinkelbrot;Zimmerpflanzen;;;;;;;;;;;;;;;;;;;;;;;;;"
2afe6405-1ee0-4ccf-abba-de5123472b6e;20.06.2020;120;"Kernobst;Wurzelgemüse;Zwiebeln;Sonstiges Gemüse;Tiefkühlobst;Gebäck;;;;;;;;;;;;;;;;;;;;;;;;;;"
309f6c40-a01d-46ed-b66b-50ea960029e7;30.01.2020;455;"Sonstiges Gemüse;Quark;Saure Sahne;Gebäck;Backpulver;eingelegte Früchte;;;;;;;;;;;;;;;;;;;;;;;;;;"
399f9f2f-0e45-4eca-a688-84ead43b844c;11.10.2020;397;"exotische Früchte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
0fc5b194-e313-4336-b9c2-5ce71de85014;05.09.2020;108;"Kernobst;Weißbrot;Kaffee;Cola;Fruchtsaft;Flaschenbier;Sekt;;;;;;;;;;;;;;;;;;;;;;;;;"
d10500b2-68fa-4993-9757-34455b91fe67;18.04.2020;418;"Kochschokolade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
53cc1849-7918-49fa-a644-0cbcaccb8b5b;17.06.2020;23;"Wurst;Schinken;Schweinefleisch;Hamburgerfleisch;Zitrusfrüchte;Vollmilch;Butter;Joghurt;Saure Sahne;Scheibenkäse;Hartkäse;Streichkäse;Tiefkühlfertiggericht;Dunkles Brot;;;;;;;;;;;;;;;;;;"
21ef295f-20d2-4f45-8ddb-1d502cb59a49;10.02.2020;258;"Waffeln;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
be506fd6-748e-488e-9573-1eb1172a1e01;25.09.2020;206;"Frankfurter Würstchen;Süßspeisen;Brötchen;Süßstoff;Senf;Dosenbier;Spülmittel;Kosmetik für Männer;;;;;;;;;;;;;;;;;;;;;;;;"
72953811-df1d-4af4-8e71-3490fe4b8bfd;30.10.2020;350;"Wurst;Salami;Vollmilch;Streichkäse;Cola;Kuchen;Bananen;;;;;;;;;;;;;;;;;;;;;;;;;"
39262dae-8ad8-4f31-983a-34eb4c101359;27.03.2020;339;"Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
08550fb5-b37b-414b-a76c-40e10ef8d917;31.08.2020;229;"Wurst;Sonstiges Gemüse;Vollmilch;Butter;Fruchtsaft;;;;;;;;;;;;;;;;;;;;;;;;;;;"
f7945317-0e27-4a17-b347-61899371fa9a;02.08.2020;308;"Dinkelbrot;Fruchtsaft;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
8d26dbc9-9663-4f9f-879f-5c36f352607d;19.07.2020;33;"Kräuter;Vollmilch;Gebäck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2055cae9-b2f6-4d20-b21a-87610b1a5cc0;27.07.2020;116;"Eier aus der Region;Weißbrot;Gebäck;Dosenbier;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;"
58e91e23-d145-453d-bad3-2337da9ed418;14.12.2020;108;"Cola;Haltbare Backwaren;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a4a61095-b3ee-4e12-97aa-59d35c6c1035;07.12.2020;388;"Frankfurter Würstchen;Schweinefleisch;Kernobst;Wurzelgemüse;Sonstiges Gemüse;Vollmilch;Buttermilch;Joghurt;Streichkäse;Brötchen;Dunkles Brot;Cola;;;;;;;;;;;;;;;;;;;;"
999862a1-85fa-4c21-9311-2afa203e11e2;05.11.2020;214;"Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
0a586153-d6e2-4163-86bb-661547df059b;24.01.2020;494;"Wurst;Sonstiges Gemüse;Vollmilch;Brötchen;Nudelsuppe;Kuchen;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;"
3791c7a1-48dd-4ad4-b464-74e1dfa7595c;24.10.2020;330;"Schnitzel;Kernobst;Wurzelgemüse;Joghurt;Streichkäse;Mehl;Zucker;Servietten;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;"
0ff6f422-d41d-44da-aedd-a48866bf5186;17.04.2020;229;"Schinken;Hühnchen;Zitrusfrüchte;Sonstiges Gemüse;Vollmilch;Joghurt;Saure Sahne;Flaschenbier;Schokolade;Weichspüler;Zimmerpflanzen;;;;;;;;;;;;;;;;;;;;;"
033abd48-02dc-4bf4-b7d3-ba16bca628db;05.01.2021;98;"Liquör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
38796f90-40a2-495d-8613-b296e6b337f3;27.10.2020;132;"Wurst;Schinken;Sonstiges Gemüse;sonstige Getränke;Mayonnaise;Brötchen;Cola;Flaschenbier;Schokolade;Marshmallow;Spüßigkeiten/Lollies;;;;;;;;;;;;;;;;;;;;;"
50eaff09-99d8-461c-9cd5-59949a4a9608;08.01.2020;162;"Eier aus der Region;Dunkles Brot;Fruchtsaft;Waffeln;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
df3413e8-3954-4ef6-954d-b39a52ec11ef;14.06.2020;477;"Sonstiges Gemüse;Vollmilch;Butter;Joghurt;Saure Sahne;Tiefkühlobst;Brötchen;Margarine;Servietten;;;;;;;;;;;;;;;;;;;;;;;"
3d8627c3-5d7c-42df-9d49-1357f3d14255;21.10.2020;421;"Wurst;Sonstiges Gemüse;Saure Sahne;Eiscream;Eier aus der Region;Brötchen;Kaffee;Mineralwasser;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;"
e22659db-ce1a-41ea-8b9f-e9aa8d6c6020;13.12.2020;249;"Schweinefleisch;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
c0fe354b-4081-4cc5-bec3-32d70f9f80ea;04.09.2020;307;"exotische Früchte;Beeren;Wurzelgemüse;Sonstiges Gemüse;Joghurt;Streichkäse;Brötchen;Cola;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;"
02f2a368-ff35-4485-b22f-7adff825d1fc;13.06.2020;415;"Wurzelgemüse;Sonstiges Gemüse;Vollmilch;Mineralwasser;Flaschenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;"
8da0c864-7d9f-4287-abf5-cd46ece9e9ca;12.01.2021;428;"Dosenbier;Liquör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5878a171-fb8f-4d7b-a3ad-ff5a6d4d01bd;15.05.2020;242;"Wurzelgemüse;Zwiebeln;Sonstiges Gemüse;Quark;Saure Sahne;eingelegtes Gemüse;Besondere Gemüse;;;;;;;;;;;;;;;;;;;;;;;;;"
63ba1e11-e519-4cb4-8211-2dcee721c4f2;26.11.2020;273;"Käseaufstrich;Brötchen;Dunkles Brot;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
12ac7544-a16e-4d8e-a99e-e86a547c5ba9;27.02.2020;117;"Kaugummi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
888f8d49-91f6-4842-8b1f-9c19304213bd;15.01.2020;339;"Schinken;Sonstiges Gemüse;Butter;Saure Sahne;Zucker;Cola;;;;;;;;;;;;;;;;;;;;;;;;;;"
5e36b7b6-dce2-41b5-b7ee-5f873792833c;25.04.2020;344;"Beeren;Vollmilch;Butter;Saure Sahne;Eier aus der Region;Mehl;Streichwurst;Eingelegter Fisch;Mineralwasser;Liquör;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;"
eb045050-7c7d-4c18-be38-a9be7da23bdf;13.03.2020;346;"Quark;Saure Sahne;Mehl;Backpulver;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;"
fff4906e-da41-464d-a239-702335eeba02;24.04.2020;374;"Kernobst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a12e3d59-f4dc-46fe-a61b-92ce4760d03d;02.11.2020;303;"Cola;Flaschenbier;Liquör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
ae05fa38-1815-4ae6-a9d0-83fda7301172;01.02.2020;412;"Mineralwasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
ee1b6118-cc62-4db4-8200-d82500d96d9a;10.03.2020;167;"Brötchen;Tee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a25a05c2-cecf-40ff-b3bd-a030862c14aa;16.10.2020;65;"Vollmilch;Schokoriegel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
20fa2f0d-a983-41f8-9a09-cae7e31c60ac;09.08.2020;222;"Frankfurter Würstchen;Vollmilch;Joghurt;Brötchen;Margarine;;;;;;;;;;;;;;;;;;;;;;;;;;;"
20cb5f30-4439-4dda-871a-fdf795ba4ed6;04.04.2020;381;"Cola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
e0e0b7d9-850f-4366-866f-0d9f1037f16d;09.01.2020;22;"exotische Früchte;Sonstiges Gemüse;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
f10eefa9-3248-42d0-9aa8-8cf11800c3b4;05.04.2020;53;"Butter;Flaschenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3fc103ff-4de4-4c3c-b9b5-bd89eb37ffff;23.08.2020;74;"exotische Früchte;Buttermilch;Backpulver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2463e3fb-784b-47d3-a598-0719d6799543;09.03.2020;415;"Sonstiges Gemüse;Weichkäse;Tiefkühlfertiggericht;Dunkles Brot;Eingelegter Fisch;;;;;;;;;;;;;;;;;;;;;;;;;;;"
6aea6e91-d61a-43be-a9da-c291dd5b2c5a;14.02.2020;478;"Gebäck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5e6e6efb-b14e-4d13-83ae-900754d6bd6c;19.11.2020;27;"Frankfurter Würstchen;Hamburgerfleisch;Vollmilch;Streichkäse;Salzige Snacks;;;;;;;;;;;;;;;;;;;;;;;;;;;"
f4e9dab9-ffdd-4045-8270-b910638295da;18.04.2020;73;"exotische Früchte;Vollmilch;Quark;Süßspeisen;Gebäck;Cola;sonstige Getränke;Hygieneartikel;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;"
40c80e41-a867-4d76-951e-107d0d807be7;23.07.2020;339;"Gebäck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
9a12354c-3775-401a-8052-ed675fb2166c;07.12.2020;303;"Vollmilch;Weißbrot;Haltbare Backwaren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
58eaf850-9d41-4bc1-ba23-ae056ba3ed98;25.09.2020;391;"Kaffee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
56e54728-dc79-4fba-be18-2837249037c3;06.03.2020;312;"Mineralwasser;Waffeln;Schokolade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
005e1d31-b23b-4f74-92f1-25e05fa9d4a2;28.03.2020;229;"Hühnchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5a743b8d-a4f2-4f10-b1d7-bbdb5942e4c6;03.03.2020;254;"Salami;Sonstiges Gemüse;Weißbrot;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
76c943c3-a5aa-4abb-b761-bc85d458bf54;16.07.2020;318;"Dosenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
41a259a4-1293-4377-a9d1-93744e8953e7;16.05.2020;297;"exotische Früchte;Sonstiges Gemüse;Weißbrot;Mineralwasser;Schokolade;;;;;;;;;;;;;;;;;;;;;;;;;;;"
b93f5ebb-9f8c-4333-b91c-738703d9c440;22.06.2020;436;"Gebäck;Fruchtsaft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
df956d0e-5fd8-47aa-9acf-a362bbb3ea31;08.05.2020;467;"Schweinefleisch;Rindfleisch;Wurzelgemüse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2aa74947-d971-4ceb-b890-e1794890faa4;19.12.2020;174;"Schweinefleisch;Vollmilch;Joghurt;Haltbare Milch;Scheibenkäse;Eiscream;Cola;Fruchtsaft;Servietten;;;;;;;;;;;;;;;;;;;;;;;"
7876e0f6-71fb-4fb6-bed9-ca5e9fb6223b;07.11.2020;189;"Salami;Sonstiges Gemüse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
48066fc4-76f4-4db3-934c-9a587f5adc7c;17.06.2020;485;"Salami;Wurzelgemüse;Sonstiges Gemüse;Süßspeisen;Joghurt;Saure Sahne;Brötchen;Kartoffeln;Cola;sonstige Getränke;Servietten;Schreibwaren;;;;;;;;;;;;;;;;;;;;"
bc2bb573-8b2c-4ab1-8f60-0166cfa999dc;15.08.2020;94;"Eier aus der Region;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7a9735de-ed4c-44b4-a352-a1d8186b720f;14.06.2020;312;"Cola;Salzige Snacks;Kekse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
1bad50c9-0bdf-4a49-ab63-8f58dfc74614;22.01.2020;394;"Frankfurter Würstchen;Saure Sahne;Kondensmilch;Tiefkühlobst;Salzige Snacks;Spüßigkeiten/Lollies;;;;;;;;;;;;;;;;;;;;;;;;;;"
bafa81e1-d16a-414c-990e-b73380a83bff;02.04.2020;321;"Brötchen;Zeitungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
64bf5a6e-88ab-49cf-b18c-4d789b026ab8;01.11.2020;336;"Dinkelbrot;Flaschenbier;Liquör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7523ba5a-6579-4119-bd39-af8c75fe9bf2;19.08.2020;43;"exotische Früchte;Kernobst;Brötchen;Kaffee;Fruchtsaft;Spüßigkeiten/Lollies;;;;;;;;;;;;;;;;;;;;;;;;;;"
ef960b38-704f-4686-ab35-5362256796a0;03.05.2020;472;"Frankfurter Würstchen;Schinken;exotische Früchte;Kernobst;Wurzelgemüse;Sonstiges Gemüse;Vollmilch;Butter;Quark;Joghurt;Saure Sahne;Weichkäse;Scheibenkäse;Streichkäse;Tiefkühlfertiggericht;Tiefkühlfisch;Eier aus der Region;Weißbrot;Zucker;Müsli;Fruchtsaft;Flaschenbier;Waffeln;;;;;;;;;"
fad2c769-53ce-4c67-b58c-2c293d679074;23.05.2020;252;"Frankfurter Würstchen;Schweinefleisch;Quark;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3817af5d-41c2-473a-9521-572042ec33e4;06.05.2020;223;"Frankfurter Würstchen;Schweinefleisch;Quark;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
20eb1239-83ac-4f56-b1ea-05c2dc36c224;03.01.2021;423;"Süßspeisen;Weichkäse;Brötchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
e8a0abb5-9ed4-409d-b361-a66358eb7ef4;01.05.2020;401;"Schweinefleisch;Wurzelgemüse;Vollmilch;Hundefutter;Cola;Hygieneartikel;Einkaufstüten;;;;;;;;;;;;;;;;;;;;;;;;;"
895b4b28-5771-4f4f-8bef-0e6bbd7512d9;22.07.2020;226;"Kaffee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
0fcd28de-486e-4a08-9dcf-1253df585ee6;21.01.2020;251;"Schokolade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
78154704-050a-4721-bcd9-1b1a99eea336;01.02.2020;65;"Quark;Joghurt;Eier aus der Region;Weißbrot;Instantkaffee;Haltbare Backwaren;;;;;;;;;;;;;;;;;;;;;;;;;;"
08b8891e-87c8-443a-a0ec-3f1249ee4c29;14.05.2020;221;"Vollmilch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
ac841818-c86c-499e-b38e-fc03de45189e;15.10.2020;246;"Weißwein;Reinigungsmittel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
8db9afc4-f239-4f5f-9cd7-5e9c24fb46cd;26.12.2020;369;"Saure Sahne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
a89961ef-47c1-452a-9634-05f8c2d85560;04.03.2020;54;"Cola;Schokoriegel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
f2a66269-8ad3-4286-ae09-46bff48de0a6;22.01.2020;48;"Wurst;Sonstiges Gemüse;Quark;Joghurt;Saure Sahne;Tiefkühlobst;Brötchen;süße Teigwaren;;;;;;;;;;;;;;;;;;;;;;;;"
7782f7cc-5e24-484e-8f90-2c1169fa4f2f;29.01.2021;248;"Schweinefleisch;Sonstiges Gemüse;Buttermilch;Joghurt;Nudeln;Cola;Waffeln;Schreibwaren;;;;;;;;;;;;;;;;;;;;;;;;"
32c066d0-c7ee-4429-a5d1-42575af923d6;04.12.2020;345;"Flaschenbier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
fcc20467-9170-4bbf-8d06-8a8063c3a409;22.01.2020;22;"Hühnchen;Schweinefleisch;Sonstiges Gemüse;Haltbare Milch;Weißbrot;Gebäck;Nudeln;Cola;Schokoriegel;;;;;;;;;;;;;;;;;;;;;;;"
