x,y
0.5408933043539387,0.3191778140274043
0.8297249939129514,0.4326572560110863
0.1800378723428175,0.2931774958280092
0.1268777026362534,0.3695875158080718
0.8763399666593005,0.1184776542147564
0.4337146691875803,0.8309094988448944
0.7918496822188996,0.7458744835238768
0.839112847989891,0.4538461987998103
0.4014669412309295,0.9858558573229954
0.2443243853234814,0.3889778831655905
0.4701511292085789,0.5574070885029216
0.7069418422232664,0.3182502891897525
0.4555483545264558,0.9435505437027502
0.5774692764994643,0.8757115963521878
0.849232281708174,0.3084112664247074
0.8306379464769761,0.942241631765011
0.1790855737160112,0.2785798025928975
0.5780075367682826,0.7235404157605989
0.589788214580352,0.5548723440518634
0.4072575885850531,0.5332443732595923
0.0894101629217801,0.8557482558988374
0.2188447788784008,0.772579637094064
0.7398344922999182,0.7890011119459772
0.4447386275111423,0.1751661894865808
0.4682948317213069,0.7414768747740116
0.0298895442790263,0.1695363167251241
0.8605584996591018,0.2165307446729908
0.9517769072062248,0.6561839659259306
0.4389215459736876,0.6090910770625981
0.2555746057565708,0.8419227661832323
0.5708046654113698,0.3618127792981318
0.3680342751648239,0.0024823490914921
0.2345620332173128,0.8634910810482885
0.6623657440385766,0.8352197738253186
0.6056227374132741,0.5431211156791579
0.0915747926580808,0.2557084094885509
0.6298061800535055,0.8811688120533089
0.4105359069284722,0.7281193570084387
0.4156428304404332,0.0772772735925348
0.9731965533829714,0.4994846584317904
0.7925741444593862,0.3089322719546162
0.5593652322152859,0.9692340566639313
0.6439937475865427,0.4068653600179984
0.5870948192758869,0.4476008455822788
0.4140489255509285,0.8759563112886888
0.1136801262634427,0.3742893205379323
0.6085232956920302,0.3974266214660946
0.3520367634398693,0.44129318646808
0.8299125173179493,0.7633813678532714
0.1675691840857249,0.6537753992411529
0.0665724036007766,0.2018890407445458
0.3029197554671965,0.0594986733206595
0.3945875352079464,0.3027630296046708
0.0843417530900249,0.7286954120444127
0.5797184629999586,0.1384652881921043
0.4385754606601733,0.116591471394567
0.1923239490313646,0.106254659325596
0.8519495008147254,0.8888038323289137
0.819599648242691,0.3001705528713934
0.1523378000276535,0.3970424852184754
0.17749867213744,0.3859821570141964
0.2310920866625055,0.8325899353423023
0.6554098900310936,0.2398649199807833
0.570039514056123,0.3545787475538871
0.1120406221650899,0.1868496171579859
0.9105874644357947,0.476688958155441
0.736272729329363,0.9173121773205206
0.6556043177443657,0.1407578720264413
0.0066386652303426,0.9838963805305696
0.2981282387737423,0.5888022729348471
0.5713817080127939,0.6536369969093426
0.7292972910443295,0.6691968430478469
0.9680474037231792,0.3817574995039623
0.3864502257234611,0.1076783750033256
0.4241106098850391,0.1774465802711023
0.1761057699522686,0.7764291130840495
0.979601999192963,0.4570188316977231
0.3960494389015047,0.5492197491959704
0.9641243003045428,0.3852342398133264
0.6974606921049702,0.5049114971644182
0.6275780399117061,0.2335540143387228
0.2129132346635797,0.594838004595456
0.5100249206763935,0.4987981446209291
0.176105461736537,0.4287981797207075
0.2480587750657794,0.9038938232167588
0.6825435668317714,0.9192842521952812
0.724423845143741,0.9634788176354302
0.5412727681995672,0.6619521773127207
0.0638642030130186,0.1211700619610665
0.4251600073088464,0.5492528187682958
0.1438734408467673,0.2180939966144328
0.726486521400314,0.8504080192484664
0.4631102642948245,0.4315222450297017
0.0538488189612248,0.5623725652121819
0.8762038542914483,0.3527982703092447
0.2974418944947221,0.6631282674407837
0.8139822482549097,0.5017627816415423
0.7225603424078199,0.0257440068018834
0.8303299746345766,0.1275143522581442
0.2462637595441364,0.3558686559422422
0.6799188282289522,0.0441879800435514
0.5228066378894902,0.6716495150292071
0.3467118311201321,0.125141079653073
0.5790813851144988,0.3353489156188651
0.2253223688793989,0.2288549234242116
0.7166458752327658,0.0605589858214571
0.9537430387093933,0.0043858008018793
0.9658199480384028,0.6787775598067115
0.0809685872959737,0.7998612546632666
0.9978191014751924,0.9012477782446148
0.0691241733948494,0.5052073288178166
0.8685480646947188,0.3084394704273602
0.528132688295409,0.8771101282925083
0.2928235418112108,0.9504009013333424
0.852254333713977,0.53644252871076
0.398138384371951,0.996687514188902
0.7242283892384999,0.380897316866553
0.9933120946097276,0.9237638543938018
0.5325573490537758,0.6822056621125765
0.3550621108656281,0.6516922197652428
0.9746432529330644,0.8182623634774793
0.6433892318192638,0.4558291354180659
0.8974641508109642,0.7492549595363853
0.340977368534082,0.8515855036367049
0.127721990768356,0.9316971057361232
0.146593540036795,0.960882618917036
0.1804074946626347,0.7312516840975491
0.7721733414474461,0.1777774794468903
0.501512084738866,0.4720285696377858
0.7803628260473308,0.7085507574575021
0.7690705189630604,0.9222553652299434
0.1069278571359048,0.1813816516617233
0.5170564787329259,0.5581768966025569
0.4438753674096062,0.4870721043107197
0.6281005694795925,0.5507016386867686
0.9625604536680578,0.0291469534199039
0.434955616736283,0.1337470085783494
0.6078091480352115,0.9710963599179604
0.1086022271738961,0.889931873422834
0.0405999530263465,0.2283066271881207
0.9272755343397222,0.7758659710618118
0.7284680246124919,0.7288040062632888
0.5233545126270011,0.9461216973651606
0.9673353679585696,0.4683683778807036
0.6290843193136189,0.8758993059669974
0.9373907629540204,0.5485802960759593
0.0690091905395909,0.9099178545616656
0.0696651353367961,0.2667046207824872
0.342935714681969,0.2540736046031767
0.6573615428441099,0.1319482270376785
0.1404214305272675,0.6742942185239468
0.7450070975170143,0.4634995152864031
0.0783314143559049,0.6138561773050291
0.4330741443215569,0.2799068618441486
0.0424617160250505,0.949862312914803
0.0799216337579776,0.0280372738290933
0.3910987158982391,0.1360975003820427
0.4574235226339828,0.2585328202312722
0.4376384871032692,0.306495670398378
0.9678628414710624,0.1615237837411542
0.086943920100979,0.109108103531367
0.6067605993881319,0.0427779418175584
0.8507766727434869,0.3722279716960192
0.0621640581211522,0.0715768030912229
0.1262492417538191,0.478745834270281
0.7811850392070708,0.1615011262929849
0.6113230005425963,0.3028142985023542
0.7516137956542999,0.6857668915467524
0.2004901901842929,0.5099523836559826
0.8803329494967258,0.2619660119182326
0.7833071669801583,0.5072300446211465
0.3518304043661623,0.8263771342567839
0.8339974946611253,0.8443198353610561
0.785492933324084,0.3829754519653549
0.1029934510477612,0.1945457256464573
0.5792557013983747,0.8281054392297731
0.034657226792377,0.8948038726564989
0.5646301402775307,0.5529377098724003
0.9751464252264962,0.0262278705373775
0.3306152699173689,0.0857184140247526
0.1509564510151234,0.0489824052711834
0.3651901788614227,0.3871460979623237
0.6646833556112544,0.0312659584059431
0.5873370807974624,0.6571703637628431
0.5229001381082036,0.4203078802288759
0.1574639722071856,0.8533922049292383
0.4898599226594807,0.9551674733388492
0.816139830804208,0.2414805048238395
0.7739720004578989,0.81015053667252
0.8388080769505114,0.3104181258307206
0.8198688298491343,0.8927337620279292
0.0488008250157994,0.4714415148807532
0.5590830324088393,0.8933563509254037
0.3720022486919316,0.3798651132947783
0.7023360240731701,0.9208223018947808
0.3447264589803395,0.995830380932236
0.1717605375640842,0.2650973637219279
0.4167940100388763,0.2947118115645158
0.9293894883150906,0.6243810817240654
0.7188935289298668,0.2848723692638872
0.2947402717168095,0.33796708980239
0.7158488096866744,0.4980485749992926
0.4203654953445295,0.6630520246594865
0.0020517173084917,0.3226837971072875
0.074591604358101,0.5171522528894055
0.7461098786832733,0.1284960019360651
0.3458530591526962,0.6542393865766656
0.7509117946252545,0.2110705091557583
0.1829855146606285,0.3373619966023998
0.9118720790716052,0.6060383126756401
